ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
5625,Technical issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,34,Social media,negative,2,2,High
4926,Billing issue,Account access issue,The device is not working and I need immediate assistance.,64,Social media,negative,2,2,High
5864,Shipping issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,41,Email,negative,3,3,High
1499,General question,Question about product,Could you explain the available options?,60,Chat,positive,1,0,Low
2698,Shipping inquiry,Shipping question,My delivery has a problem and I need assistance.,67,Social media,negative,2,1,Medium
5612,Technical issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,66,Email,negative,2,2,High
2179,Refund request,Refund question,I am having a problem with my product and need assistance.,36,Chat,negative,1,1,Medium
3280,Shipping inquiry,Billing problem,There is an issue with my recent order and I need help.,56,Phone,negative,2,1,Medium
6837,Critical technical issue,Security concern,I have a serious security concern and need immediate assistance.,23,Email,negative,4,3,Critical
4339,Billing issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,28,Social media,negative,2,2,High
3847,Product issue,Refund question,I requested a refund and would like an update.,20,Social media,neutral,2,1,Medium
706,Information request,Product information,I have a general question and would like some clarification. Please help me resolve this issue.,35,Phone,neutral,1,0,Low
1873,Information request,Need some information,I would like more information about the product. Please help me resolve this issue.,29,Phone,positive,0,1,Low
4304,Account problem,Account access issue,My product has stopped working and I need a replacement as soon as possible.,32,Chat,negative,2,3,High
8216,Critical technical issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,38,Chat,negative,4,3,Critical
3291,Product issue,Shipping question,My delivery has a problem and I need assistance.,27,Email,neutral,2,1,Medium
7497,Critical billing issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,44,Chat,negative,4,3,Critical
7592,Security issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,53,Social media,negative,3,3,Critical
5332,Technical issue,Account access issue,The device is not working and I need immediate assistance.,56,Chat,negative,2,3,High
7125,Critical technical issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,21,Social media,negative,3,4,Critical
7695,Critical billing issue,Security concern,I have a serious security concern and need immediate assistance.,51,Chat,negative,4,3,Critical
566,Product inquiry,Need some information,Could you explain the available options?,26,Chat,neutral,1,1,Low
5334,Shipping issue,Urgent product problem,I was charged incorrectly and need the issue resolved quickly.,37,Phone,negative,3,3,High
4819,Account problem,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,35,Email,negative,3,2,High
7168,Critical account issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,40,Chat,negative,3,3,Critical
641,Product inquiry,Product information,Could you explain the available options?,69,Social media,neutral,0,1,Low
2772,Product issue,Refund question,I have a billing issue that needs to be checked.,49,Social media,negative,1,1,Medium
6910,Security issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,30,Social media,negative,3,3,Critical
3366,Shipping inquiry,Billing problem,My delivery has a problem and I need assistance.,66,Social media,neutral,2,1,Medium
6438,Critical billing issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,52,Email,negative,3,4,Critical
1965,Information request,Need some information,I would like more information about the product.,30,Email,neutral,0,0,Low
5695,Shipping issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,69,Social media,negative,2,2,High
5709,Shipping issue,Account access issue,My order is significantly delayed and I need help urgently.,50,Phone,negative,2,3,High
326,Product inquiry,Product information,Can you provide some details about this product?,46,Email,positive,0,0,Low
5550,Shipping issue,Payment problem,I cannot access my account and this is affecting my work.,21,Chat,negative,2,3,High
2603,Shipping inquiry,Shipping question,There is an issue with my recent order and I need help.,35,Social media,negative,1,1,Medium
3128,Refund request,Product issue,My delivery has a problem and I need assistance.,29,Email,negative,1,2,Medium
2685,Shipping inquiry,Shipping question,I requested a refund and would like an update. Please help me resolve this issue.,54,Email,neutral,2,2,Medium
2238,Billing inquiry,Shipping question,I have a billing issue that needs to be checked.,20,Chat,negative,2,1,Medium
5690,Account problem,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,22,Email,negative,2,2,High
3949,Refund request,Refund question,There is an issue with my recent order and I need help. Please help me resolve this issue.,44,Chat,neutral,2,1,Medium
4694,Billing issue,Payment problem,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,41,Email,negative,3,2,High
8054,Critical billing issue,Security concern,The service has completely stopped working and is blocking critical operations.,45,Social media,negative,3,3,Critical
3839,Billing inquiry,Product issue,I have a billing issue that needs to be checked.,18,Social media,negative,2,1,Medium
2730,Refund request,Shipping question,I requested a refund and would like an update.,19,Phone,neutral,1,2,Medium
865,Product inquiry,Need some information,I would like more information about the product.,39,Social media,neutral,1,1,Low
7860,Critical technical issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,29,Email,negative,4,4,Critical
7265,Critical technical issue,Security concern,I have a serious security concern and need immediate assistance.,63,Phone,negative,3,4,Critical
2359,Refund request,Shipping question,There is an issue with my recent order and I need help.,52,Phone,neutral,1,1,Medium
7781,Critical technical issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,37,Social media,negative,4,4,Critical
3289,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance.,59,Chat,negative,1,2,Medium
372,Product inquiry,Need some information,Can you provide some details about this product?,51,Chat,neutral,1,0,Low
3740,Product issue,Shipping question,I am having a problem with my product and need assistance.,42,Chat,neutral,2,1,Medium
3962,Refund request,Billing problem,I requested a refund and would like an update.,35,Phone,neutral,1,2,Medium
2707,Shipping inquiry,Product issue,I am having a problem with my product and need assistance.,33,Social media,negative,1,1,Medium
6782,Critical technical issue,Security concern,I cannot access critical business data and need this resolved immediately.,45,Social media,negative,4,4,Critical
4042,Billing inquiry,Billing problem,I requested a refund and would like an update. Please help me resolve this issue.,21,Chat,negative,2,1,Medium
6084,Billing issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,34,Social media,negative,3,2,High
4813,Account problem,Delivery problem,My order is significantly delayed and I need help urgently.,37,Phone,negative,3,3,High
8215,Critical account issue,Critical system failure,I have a serious security concern and need immediate assistance.,58,Social media,negative,4,3,Critical
1361,General question,Question about product,Can you provide some details about this product?,18,Phone,neutral,1,0,Low
912,Information request,Product information,I would like more information about the product.,70,Social media,positive,1,1,Low
7549,Critical billing issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,52,Email,negative,3,4,Critical
4615,Technical issue,Payment problem,My order is significantly delayed and I need help urgently.,38,Phone,negative,3,3,High
7305,Critical technical issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,32,Phone,negative,3,4,Critical
7448,Critical technical issue,Critical system failure,I have a serious security concern and need immediate assistance.,35,Social media,negative,3,4,Critical
965,Information request,Question about product,Could you explain the available options?,42,Phone,neutral,0,0,Low
1424,Information request,Need some information,Could you explain the available options?,30,Phone,neutral,0,1,Low
123,Product inquiry,Need some information,I have a general question and would like some clarification.,32,Email,positive,0,0,Low
480,Information request,Question about product,Can you provide some details about this product? Please help me resolve this issue.,60,Email,neutral,0,0,Low
663,General question,Product information,Can you provide some details about this product?,55,Social media,neutral,0,1,Low
5502,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,61,Email,negative,3,2,High
2837,Billing inquiry,Billing problem,There is an issue with my recent order and I need help.,29,Phone,neutral,1,2,Medium
2479,Product issue,Refund question,I am having a problem with my product and need assistance.,56,Email,neutral,1,1,Medium
5606,Account problem,Payment problem,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,18,Phone,negative,2,3,High
2771,Shipping inquiry,Shipping question,My delivery has a problem and I need assistance.,31,Email,negative,1,1,Medium
440,Product inquiry,Question about product,Could you explain the available options? Please help me resolve this issue.,34,Chat,positive,0,1,Low
1380,Product inquiry,Product information,Could you explain the available options?,39,Email,positive,1,0,Low
7459,Security issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,29,Chat,negative,4,4,Critical
1444,Product inquiry,Product information,I have a general question and would like some clarification.,23,Phone,positive,0,0,Low
4701,Account problem,Payment problem,I was charged incorrectly and need the issue resolved quickly.,52,Email,negative,3,3,High
3167,Product issue,Refund question,There is an issue with my recent order and I need help.,62,Chat,neutral,1,2,Medium
1478,Information request,Need some information,Can you provide some details about this product?,46,Social media,positive,1,0,Low
7233,Critical account issue,Critical account problem,I have a serious security concern and need immediate assistance.,37,Phone,negative,4,3,Critical
1174,Product inquiry,Product information,I have a general question and would like some clarification.,29,Email,neutral,0,1,Low
4863,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,29,Social media,negative,2,3,High
3773,Billing inquiry,Refund question,I requested a refund and would like an update.,35,Phone,negative,2,1,Medium
2684,Billing inquiry,Shipping question,I have a billing issue that needs to be checked. Please help me resolve this issue.,59,Social media,neutral,2,2,Medium
5817,Account problem,Account access issue,I cannot access my account and this is affecting my work.,43,Social media,negative,2,2,High
4959,Billing issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,39,Email,negative,3,2,High
3871,Billing inquiry,Product issue,I am having a problem with my product and need assistance.,45,Social media,negative,2,1,Medium
280,General question,Product information,Could you explain the available options? Please help me resolve this issue.,57,Chat,positive,0,1,Low
2922,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance. Please help me resolve this issue.,66,Chat,negative,1,2,Medium
5024,Billing issue,Payment problem,I cannot access my account and this is affecting my work.,48,Chat,negative,3,3,High
4963,Account problem,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,36,Email,negative,2,3,High
1102,Product inquiry,Product information,Can you provide some details about this product?,64,Phone,positive,1,0,Low
4055,Refund request,Billing problem,I am having a problem with my product and need assistance.,21,Chat,negative,2,2,Medium
1695,Product inquiry,Question about product,I would like more information about the product.,33,Social media,neutral,0,0,Low
3214,Product issue,Refund question,I am having a problem with my product and need assistance.,70,Phone,negative,1,2,Medium
2886,Shipping inquiry,Billing problem,I have a billing issue that needs to be checked. Please help me resolve this issue.,27,Social media,negative,2,1,Medium
3013,Billing inquiry,Refund question,There is an issue with my recent order and I need help.,67,Phone,neutral,1,1,Medium
6747,Critical technical issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,63,Phone,negative,3,4,Critical
6556,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,40,Social media,negative,4,3,Critical
578,Information request,Question about product,I have a general question and would like some clarification.,52,Social media,neutral,0,0,Low
60,General question,Question about product,Could you explain the available options?,44,Phone,neutral,1,1,Low
788,Product inquiry,Product information,I would like more information about the product. Please help me resolve this issue.,41,Chat,positive,1,1,Low
5844,Account problem,Account access issue,I was charged incorrectly and need the issue resolved quickly.,42,Email,negative,3,2,High
7578,Critical account issue,Security concern,I have a serious security concern and need immediate assistance.,35,Chat,negative,4,3,Critical
5494,Billing issue,Urgent product problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,69,Email,negative,2,3,High
4624,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance.,54,Email,negative,3,3,High
2555,Shipping inquiry,Refund question,There is an issue with my recent order and I need help.,63,Email,neutral,2,2,Medium
7492,Security issue,Security concern,I have a serious security concern and need immediate assistance.,28,Chat,negative,4,3,Critical
4270,Shipping issue,Account access issue,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,51,Social media,negative,3,3,High
3802,Billing inquiry,Shipping question,There is an issue with my recent order and I need help.,43,Chat,neutral,2,1,Medium
4148,Billing inquiry,Product issue,There is an issue with my recent order and I need help.,45,Phone,neutral,2,1,Medium
2859,Shipping inquiry,Product issue,There is an issue with my recent order and I need help.,41,Social media,negative,2,1,Medium
7883,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,52,Chat,negative,3,3,Critical
6292,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,20,Email,negative,2,2,High
3993,Refund request,Refund question,I requested a refund and would like an update. Please help me resolve this issue.,24,Phone,neutral,2,2,Medium
7280,Critical account issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions.,28,Chat,negative,3,4,Critical
185,General question,Need some information,Could you explain the available options?,52,Social media,positive,0,0,Low
2800,Product issue,Shipping question,I am having a problem with my product and need assistance.,32,Email,neutral,2,2,Medium
6276,Billing issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,24,Chat,negative,2,3,High
421,Information request,Question about product,Could you explain the available options?,48,Social media,positive,0,0,Low
3782,Product issue,Billing problem,I requested a refund and would like an update.,28,Email,negative,1,2,Medium
554,General question,Product information,Can you provide some details about this product? Please help me resolve this issue.,52,Email,neutral,1,1,Low
1398,Information request,Question about product,I would like more information about the product.,45,Social media,positive,1,1,Low
7679,Critical technical issue,Security concern,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,67,Email,negative,4,4,Critical
2729,Refund request,Refund question,My delivery has a problem and I need assistance.,66,Social media,neutral,2,2,Medium
4901,Billing issue,Delivery problem,The device is not working and I need immediate assistance.,45,Phone,negative,2,3,High
1761,Product inquiry,Product information,I would like more information about the product.,45,Social media,neutral,1,0,Low
6638,Security issue,Security concern,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,58,Email,negative,4,4,Critical
298,Product inquiry,Product information,Can you provide some details about this product?,39,Social media,positive,0,1,Low
444,Product inquiry,Product information,Could you explain the available options?,54,Social media,positive,0,1,Low
4029,Product issue,Product issue,I am having a problem with my product and need assistance.,69,Social media,negative,2,2,Medium
1120,General question,Need some information,Could you explain the available options?,25,Email,neutral,0,0,Low
3806,Shipping inquiry,Shipping question,My delivery has a problem and I need assistance. Please help me resolve this issue.,70,Chat,negative,1,2,Medium
6490,Critical account issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,27,Phone,negative,4,4,Critical
1922,Product inquiry,Need some information,Can you provide some details about this product?,50,Phone,positive,1,0,Low
656,Product inquiry,Question about product,Can you provide some details about this product?,55,Social media,positive,0,1,Low
2230,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance.,51,Social media,negative,2,2,Medium
2511,Shipping inquiry,Shipping question,There is an issue with my recent order and I need help.,18,Phone,negative,2,1,Medium
5946,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,60,Social media,negative,2,2,High
6881,Critical technical issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,24,Social media,negative,3,3,Critical
4557,Account problem,Payment problem,I cannot access my account and this is affecting my work.,44,Phone,negative,2,3,High
6661,Critical billing issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,66,Phone,negative,4,3,Critical
7981,Critical technical issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,32,Phone,negative,3,4,Critical
6902,Critical account issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,50,Chat,negative,3,4,Critical
2454,Billing inquiry,Product issue,There is an issue with my recent order and I need help. Please help me resolve this issue.,68,Social media,negative,2,2,Medium
559,Information request,Product information,Can you provide some details about this product?,67,Email,neutral,1,1,Low
7222,Critical billing issue,Security concern,I cannot access critical business data and need this resolved immediately.,64,Phone,negative,4,3,Critical
1372,Information request,Question about product,Could you explain the available options? Please help me resolve this issue.,64,Phone,neutral,0,0,Low
908,Product inquiry,Need some information,I would like more information about the product.,43,Email,neutral,0,1,Low
4210,Account problem,Payment problem,My order is significantly delayed and I need help urgently.,30,Phone,negative,2,3,High
1434,Product inquiry,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,41,Chat,neutral,1,0,Low
6840,Critical technical issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,32,Email,negative,3,4,Critical
7774,Security issue,Security concern,I have a serious security concern and need immediate assistance. Please help me resolve this issue.,35,Chat,negative,4,4,Critical
3007,Billing inquiry,Shipping question,My delivery has a problem and I need assistance.,31,Chat,negative,1,1,Medium
6411,Critical billing issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,44,Social media,negative,4,4,Critical
4305,Account problem,Payment problem,My order is significantly delayed and I need help urgently.,45,Email,negative,3,3,High
927,Product inquiry,Product information,I would like more information about the product.,36,Social media,positive,0,1,Low
6736,Critical technical issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,35,Chat,negative,3,3,Critical
16,Information request,Need some information,I would like more information about the product.,49,Email,neutral,0,1,Low
7770,Critical technical issue,Security concern,I cannot access critical business data and need this resolved immediately.,49,Email,negative,3,4,Critical
6437,Security issue,Security concern,The service has completely stopped working and is blocking critical operations.,40,Email,negative,4,4,Critical
2364,Refund request,Refund question,I have a billing issue that needs to be checked.,69,Email,neutral,1,2,Medium
4620,Shipping issue,Delivery problem,My order is significantly delayed and I need help urgently.,49,Phone,negative,2,3,High
6128,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,42,Social media,negative,3,3,High
1162,Information request,Question about product,I would like more information about the product.,69,Email,positive,1,1,Low
3540,Refund request,Refund question,I am having a problem with my product and need assistance.,57,Chat,negative,2,1,Medium
7491,Critical technical issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,48,Email,negative,4,4,Critical
5523,Account problem,Payment problem,My order is significantly delayed and I need help urgently.,44,Chat,negative,3,3,High
5838,Account problem,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,31,Chat,negative,2,3,High
3232,Product issue,Shipping question,There is an issue with my recent order and I need help. Please help me resolve this issue.,32,Phone,neutral,2,2,Medium
2466,Product issue,Product issue,There is an issue with my recent order and I need help.,39,Phone,neutral,2,2,Medium
1363,Information request,Question about product,Could you explain the available options?,62,Chat,neutral,0,1,Low
1213,Information request,Need some information,Could you explain the available options?,62,Phone,neutral,0,0,Low
1877,Information request,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,36,Phone,neutral,1,0,Low
7824,Critical billing issue,Critical account problem,I have a serious security concern and need immediate assistance.,29,Social media,negative,4,4,Critical
8020,Critical billing issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,46,Chat,negative,3,3,Critical
6681,Critical billing issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,20,Phone,negative,3,3,Critical
3488,Shipping inquiry,Shipping question,My delivery has a problem and I need assistance. Please help me resolve this issue.,61,Social media,negative,2,2,Medium
1171,Product inquiry,Need some information,I would like more information about the product.,19,Phone,neutral,1,0,Low
580,General question,Question about product,Could you explain the available options?,18,Email,positive,0,1,Low
2183,Refund request,Refund question,I have a billing issue that needs to be checked.,24,Email,neutral,1,2,Medium
5418,Technical issue,Urgent product problem,My order is significantly delayed and I need help urgently.,40,Social media,negative,2,3,High
5941,Billing issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,43,Phone,negative,2,3,High
1834,Information request,Question about product,Can you provide some details about this product?,28,Phone,neutral,0,0,Low
4293,Technical issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,70,Email,negative,2,3,High
1860,Product inquiry,Product information,I would like more information about the product. Please help me resolve this issue.,43,Chat,positive,0,1,Low
2866,Billing inquiry,Billing problem,My delivery has a problem and I need assistance. Please help me resolve this issue.,52,Chat,neutral,1,1,Medium
4291,Billing issue,Account access issue,I cannot access my account and this is affecting my work.,54,Phone,negative,2,2,High
4505,Account problem,Payment problem,I cannot access my account and this is affecting my work.,45,Phone,negative,3,3,High
8161,Critical account issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,33,Phone,negative,3,4,Critical
4479,Account problem,Delivery problem,I cannot access my account and this is affecting my work.,46,Social media,negative,2,2,High
388,General question,Product information,Could you explain the available options? Please help me resolve this issue.,46,Social media,positive,0,1,Low
6824,Critical account issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,29,Chat,negative,3,4,Critical
1033,General question,Need some information,Could you explain the available options?,66,Social media,positive,0,1,Low
5711,Billing issue,Delivery problem,The device is not working and I need immediate assistance.,36,Social media,negative,3,3,High
7396,Security issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,51,Phone,negative,3,3,Critical
6153,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,33,Chat,negative,2,3,High
4439,Technical issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,62,Phone,negative,3,3,High
5587,Technical issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,66,Social media,negative,2,2,High
932,General question,Question about product,I have a general question and would like some clarification.,18,Phone,neutral,1,0,Low
2971,Shipping inquiry,Refund question,My delivery has a problem and I need assistance.,65,Chat,negative,2,2,Medium
692,Product inquiry,Product information,I would like more information about the product.,34,Social media,neutral,1,1,Low
1892,Information request,Need some information,Could you explain the available options?,60,Chat,positive,0,1,Low
2269,Billing inquiry,Product issue,There is an issue with my recent order and I need help.,68,Phone,neutral,2,2,Medium
4708,Technical issue,Payment problem,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,22,Phone,negative,3,2,High
6657,Critical billing issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,39,Phone,negative,4,3,Critical
6826,Critical account issue,Security concern,I have a serious security concern and need immediate assistance.,55,Phone,negative,3,3,Critical
7217,Security issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,57,Chat,negative,3,3,Critical
7926,Critical billing issue,Critical account problem,I have a serious security concern and need immediate assistance.,32,Phone,negative,3,4,Critical
45,Product inquiry,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,56,Social media,positive,0,0,Low
7055,Security issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,25,Social media,negative,4,3,Critical
6232,Technical issue,Urgent product problem,The device is not working and I need immediate assistance.,63,Social media,negative,2,3,High
7569,Critical billing issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,51,Email,negative,4,4,Critical
3940,Product issue,Billing problem,My delivery has a problem and I need assistance. Please help me resolve this issue.,22,Phone,neutral,1,1,Medium
5341,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,22,Chat,negative,3,3,High
3429,Billing inquiry,Refund question,I requested a refund and would like an update.,65,Email,neutral,2,1,Medium
2593,Product issue,Product issue,I requested a refund and would like an update.,45,Email,negative,1,2,Medium
1684,Product inquiry,Product information,Could you explain the available options?,69,Phone,positive,0,1,Low
8384,Critical technical issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,34,Chat,negative,4,3,Critical
7195,Critical technical issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,33,Phone,negative,3,4,Critical
6088,Shipping issue,Payment problem,My order is significantly delayed and I need help urgently.,39,Chat,negative,3,2,High
64,General question,Question about product,Could you explain the available options?,23,Social media,positive,1,1,Low
3942,Shipping inquiry,Billing problem,I am having a problem with my product and need assistance. Please help me resolve this issue.,56,Phone,neutral,2,2,Medium
4405,Billing issue,Urgent product problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,18,Email,negative,2,2,High
7416,Critical billing issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,52,Social media,negative,3,3,Critical
228,General question,Product information,I have a general question and would like some clarification.,23,Chat,neutral,1,1,Low
5158,Shipping issue,Delivery problem,The device is not working and I need immediate assistance.,63,Email,negative,2,2,High
5392,Account problem,Delivery problem,I cannot access my account and this is affecting my work.,68,Email,negative,2,2,High
2752,Shipping inquiry,Refund question,My delivery has a problem and I need assistance. Please help me resolve this issue.,22,Social media,neutral,2,2,Medium
5665,Account problem,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,42,Phone,negative,2,2,High
970,Information request,Need some information,I would like more information about the product.,20,Phone,neutral,1,1,Low
1806,Product inquiry,Need some information,I would like more information about the product.,19,Social media,neutral,0,1,Low
2448,Billing inquiry,Refund question,I am having a problem with my product and need assistance.,26,Social media,neutral,2,2,Medium
3249,Refund request,Billing problem,I am having a problem with my product and need assistance. Please help me resolve this issue.,55,Email,negative,2,2,Medium
5934,Billing issue,Payment problem,The device is not working and I need immediate assistance.,49,Email,negative,3,3,High
4563,Technical issue,Delivery problem,I cannot access my account and this is affecting my work.,31,Phone,negative,2,3,High
6107,Technical issue,Account access issue,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,41,Phone,negative,2,3,High
3064,Billing inquiry,Product issue,There is an issue with my recent order and I need help.,42,Social media,neutral,2,2,Medium
7428,Critical technical issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,68,Email,negative,4,3,Critical
1861,General question,Product information,I would like more information about the product.,44,Phone,positive,0,1,Low
8050,Critical billing issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,22,Social media,negative,3,3,Critical
5515,Shipping issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,62,Chat,negative,3,2,High
6622,Critical technical issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,46,Phone,negative,4,3,Critical
7411,Critical account issue,Critical account problem,I have a serious security concern and need immediate assistance.,34,Chat,negative,4,3,Critical
253,General question,Question about product,Can you provide some details about this product?,66,Email,neutral,0,0,Low
3093,Shipping inquiry,Refund question,I have a billing issue that needs to be checked.,47,Social media,neutral,2,1,Medium
5654,Shipping issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,47,Social media,negative,2,2,High
1790,Product inquiry,Need some information,I have a general question and would like some clarification.,57,Email,positive,1,0,Low
3650,Product issue,Refund question,There is an issue with my recent order and I need help.,54,Email,negative,1,1,Medium
2060,General question,Question about product,I have a general question and would like some clarification.,65,Social media,positive,0,0,Low
5631,Account problem,Payment problem,My order is significantly delayed and I need help urgently.,19,Phone,negative,3,2,High
4664,Technical issue,Urgent product problem,The device is not working and I need immediate assistance.,69,Social media,negative,2,3,High
5130,Technical issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,40,Chat,negative,3,3,High
1903,Product inquiry,Question about product,Could you explain the available options?,33,Chat,positive,1,0,Low
2120,Product issue,Billing problem,I requested a refund and would like an update.,24,Email,negative,1,1,Medium
6348,Critical technical issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,23,Phone,negative,3,3,Critical
3772,Refund request,Product issue,I am having a problem with my product and need assistance.,35,Email,negative,1,1,Medium
3435,Refund request,Refund question,I have a billing issue that needs to be checked. Please help me resolve this issue.,20,Social media,negative,2,2,Medium
3320,Refund request,Shipping question,There is an issue with my recent order and I need help.,33,Email,negative,2,1,Medium
3321,Billing inquiry,Product issue,I am having a problem with my product and need assistance. Please help me resolve this issue.,51,Chat,neutral,1,2,Medium
4898,Billing issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,19,Chat,negative,3,2,High
76,Product inquiry,Product information,I have a general question and would like some clarification.,62,Phone,positive,1,1,Low
2346,Shipping inquiry,Product issue,I am having a problem with my product and need assistance.,21,Email,neutral,2,2,Medium
2352,Billing inquiry,Product issue,I have a billing issue that needs to be checked.,48,Social media,negative,2,1,Medium
7308,Critical account issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,46,Email,negative,3,3,Critical
431,General question,Need some information,Can you provide some details about this product?,44,Chat,neutral,1,0,Low
6256,Billing issue,Payment problem,My order is significantly delayed and I need help urgently.,54,Phone,negative,2,2,High
6221,Billing issue,Account access issue,My order is significantly delayed and I need help urgently.,55,Phone,negative,2,3,High
2961,Product issue,Product issue,I have a billing issue that needs to be checked.,18,Phone,negative,1,2,Medium
5049,Technical issue,Payment problem,I cannot access my account and this is affecting my work.,40,Social media,negative,3,2,High
5405,Shipping issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,55,Chat,negative,2,2,High
2677,Refund request,Product issue,I have a billing issue that needs to be checked.,62,Chat,negative,1,2,Medium
7139,Critical technical issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,63,Phone,negative,3,4,Critical
5851,Technical issue,Delivery problem,The device is not working and I need immediate assistance.,37,Chat,negative,2,2,High
